"lemma","text.content","text.beginOffset","partOfSpeech.tag","dependencyEdge.headTokenIndex","dependencyEdge.label","text_id"
"you","you",-1,"PRON",4,"NSUBJ",132
"just","just",-1,"ADV",4,"ADVMOD",132
"open","opened",-1,"VERB",4,"ROOT",132
"the","the",-1,"DET",7,"DET",132
"next","next",-1,"ADJ",7,"AMOD",132
"segment","segment",-1,"NOUN",4,"DOBJ",132
".",".",-1,"PUNCT",4,"P",132
"Well","Well",-1,"X",5,"DISCOURSE",133
",",",",-1,"PUNCT",5,"P",133
"could","could",-1,"VERB",5,"AUX",133
"I","I",-1,"PRON",5,"NSUBJ",133
"just","just",-1,"ADV",5,"ADVMOD",133
"finish","finish",-1,"VERB",5,"ROOT",133
"—","—",-1,"PUNCT",5,"P",133
"I","I",-1,"PRON",8,"NSUBJ",133
"think","think",-1,"VERB",5,"PARATAXIS",133
"I","I",-1,"PRON",8,"DOBJ",133
"..","..",-1,"PUNCT",5,"P",133
".",".",-1,"PUNCT",5,"P",133
"I","I",-1,"PRON",2,"NSUBJ",134
"be","'m",-1,"VERB",2,"AUX",134
"go","going",-1,"VERB",2,"ROOT",134
"to","to",-1,"PRT",4,"AUX",134
"give","give",-1,"VERB",2,"XCOMP",134
"you","you",-1,"PRON",4,"IOBJ",134
"a","a",-1,"DET",7,"DET",134
"chance","chance",-1,"NOUN",4,"DOBJ",134
"right","right",-1,"ADV",9,"ADVMOD",134
"here","here",-1,"ADV",4,"ADVMOD",134
"..","..",-1,"PUNCT",2,"P",134
".",".",-1,"PUNCT",2,"P",134
"I","I",-1,"PRON",1,"NSUBJ",135
"think","think",-1,"VERB",1,"ROOT",135
"I","I",-1,"PRON",3,"NSUBJ",135
"should","should",-1,"VERB",1,"CCOMP",135
"—","—",-1,"PUNCT",1,"P",135
"you","you",-1,"PRON",6,"NSUBJ",135
"go","go",-1,"VERB",1,"PARATAXIS",135
"to","to",-1,"ADP",6,"PREP",135
"her","her",-1,"PRON",9,"POSS",135
"website","website",-1,"NOUN",7,"POBJ",135
",",",",-1,"PUNCT",6,"P",135
"and","and",-1,"CONJ",6,"CC",135
"you","you",-1,"PRON",13,"NSUBJ",135
"take","take",-1,"VERB",6,"CONJ",135
"a","a",-1,"DET",15,"DET",135
"look","look",-1,"NOUN",13,"DOBJ",135
"at","at",-1,"ADP",15,"PREP",135
"her","her",-1,"PRON",18,"POSS",135
"website","website",-1,"NOUN",16,"POBJ",135
".",".",-1,"PUNCT",1,"P",135
"...","...",-1,"PUNCT",1,"DEP",136
"with","with",-1,"ADP",1,"ROOT",136
"a","a",-1,"DET",7,"DET",136
"new","new",-1,"ADJ",7,"AMOD",136
"15","15",-1,"NUM",6,"NUM",136
"-","-",-1,"PUNCT",6,"P",136
"minute","minute",-1,"NOUN",7,"NN",136
"segment","segment",-1,"NOUN",1,"POBJ",136
"..","..",-1,"PUNCT",1,"P",136
".",".",-1,"PUNCT",1,"P",136
"She","She",-1,"PRON",2,"NSUBJ",137
"'s","'s",-1,"VERB",2,"AUX",137
"go","going",-1,"VERB",2,"ROOT",137
"to","to",-1,"PRT",4,"AUX",137
"raise","raise",-1,"VERB",2,"XCOMP",137
"tax","taxes",-1,"NOUN",4,"IOBJ",137
"$1.3","$1.3",-1,"NUM",7,"NUMBER",137
"trillion","trillion",-1,"NUM",4,"DOBJ",137
".",".",-1,"PUNCT",2,"P",137
"Mr.","Mr.",-1,"NOUN",1,"TITLE",138
"Trump","Trump",-1,"NOUN",5,"NSUBJ",138
",",",",-1,"PUNCT",5,"P",138
"I","I",-1,"PRON",5,"NSUBJ",138
"be","'m",-1,"VERB",5,"AUX",138
"go","going",-1,"VERB",5,"ROOT",138
"to","to",-1,"PRT",5,"XCOMP",138
"..","..",-1,"PUNCT",5,"P",138
".",".",-1,"PUNCT",5,"P",138
"And","And",-1,"CONJ",1,"CC",139
"look","look",-1,"VERB",1,"ROOT",139
"at","at",-1,"ADP",1,"PREP",139
"her","her",-1,"PRON",4,"POSS",139
"website","website",-1,"NOUN",2,"POBJ",139
".",".",-1,"PUNCT",1,"P",139
"You","You",-1,"PRON",7,"NSUBJ",139
"know","know",-1,"VERB",7,"ROOT",139
"what","what",-1,"PRON",7,"DOBJ",139
"?","?",-1,"PUNCT",7,"P",139
"It","It",-1,"PRON",11,"NSUBJ",139
"'s","'s",-1,"VERB",11,"ROOT",139
"no","no",-1,"DET",13,"DET",139
"difference","difference",-1,"NOUN",11,"ATTR",139
"than","than",-1,"ADP",13,"PREP",139
"this","this",-1,"DET",14,"POBJ",139
".",".",-1,"PUNCT",11,"P",139
"She","She",-1,"PRON",19,"NSUBJ",139
"'s","'s",-1,"VERB",19,"AUX",139
"tell","telling",-1,"VERB",19,"ROOT",139
"us","us",-1,"PRON",19,"DOBJ",139
"how","how",-1,"ADV",23,"ADVMOD",139
"to","to",-1,"PRT",23,"AUX",139
"fight","fight",-1,"VERB",19,"CCOMP",139
"ISIS","ISIS",-1,"NOUN",23,"DOBJ",139
".",".",-1,"PUNCT",19,"P",139
"Just","Just",-1,"ADV",27,"ADVMOD",139
"go","go",-1,"VERB",27,"ROOT",139
"to","to",-1,"ADP",27,"PREP",139
"her","her",-1,"PRON",30,"POSS",139
"website","website",-1,"NOUN",28,"POBJ",139
".",".",-1,"PUNCT",27,"P",139
"She","She",-1,"PRON",33,"NSUBJ",139
"tell","tells",-1,"VERB",33,"ROOT",139
"you","you",-1,"PRON",33,"DOBJ",139
"how","how",-1,"ADV",37,"ADVMOD",139
"to","to",-1,"PRT",37,"AUX",139
"fight","fight",-1,"VERB",33,"CCOMP",139
"ISIS","ISIS",-1,"NOUN",37,"DOBJ",139
"on","on",-1,"ADP",37,"PREP",139
"her","her",-1,"PRON",41,"POSS",139
"website","website",-1,"NOUN",39,"POBJ",139
".",".",-1,"PUNCT",33,"P",139
"I","I",-1,"PRON",46,"NSUBJ",139
"do","do",-1,"VERB",46,"AUX",139
"n't","n't",-1,"ADV",46,"NEG",139
"think","think",-1,"VERB",46,"ROOT",139
"General","General",-1,"NOUN",49,"TITLE",139
"Douglas","Douglas",-1,"NOUN",49,"NN",139
"MacArthur","MacArthur",-1,"NOUN",51,"NSUBJ",139
"would","would",-1,"VERB",51,"AUX",139
"like","like",-1,"VERB",46,"CCOMP",139
"that","that",-1,"DET",51,"DOBJ",139
"too","too",-1,"ADV",54,"ADVMOD",139
"much","much",-1,"ADV",51,"ADVMOD",139
".",".",-1,"PUNCT",46,"P",139
"The","The",-1,"DET",2,"DET",140
"next","next",-1,"ADJ",2,"AMOD",140
"segment","segment",-1,"NOUN",6,"NSUBJ",140
",",",",-1,"PUNCT",6,"P",140
"we","we",-1,"PRON",6,"NSUBJ",140
"be","'re",-1,"VERB",6,"AUX",140
"continue","continuing",-1,"VERB",6,"ROOT",140
"..","..",-1,"PUNCT",6,"P",140
".",".",-1,"PUNCT",6,"P",140
"Well","Well",-1,"X",5,"DISCOURSE",141
",",",",-1,"PUNCT",5,"P",141
"at","at",-1,"ADV",3,"ADVMOD",141
"least","least",-1,"ADV",5,"ADVMOD",141
"I","I",-1,"PRON",5,"NSUBJ",141
"have","have",-1,"VERB",5,"ROOT",141
"a","a",-1,"DET",7,"DET",141
"plan","plan",-1,"NOUN",5,"DOBJ",141
"to","to",-1,"PRT",9,"AUX",141
"fight","fight",-1,"VERB",7,"VMOD",141
"ISIS","ISIS",-1,"NOUN",9,"DOBJ",141
".",".",-1,"PUNCT",5,"P",141
"...","...",-1,"PUNCT",1,"DEP",142
"achieve","achieving",-1,"VERB",1,"ROOT",142
"prosperity","prosperity",-1,"NOUN",1,"DOBJ",142
"..","..",-1,"PUNCT",1,"P",142
".",".",-1,"PUNCT",1,"P",142
"No","No",-1,"X",6,"DISCOURSE",143
",",",",-1,"PUNCT",6,"P",143
"no","no",-1,"X",6,"DISCOURSE",143
",",",",-1,"PUNCT",6,"P",143
"you","you",-1,"PRON",6,"NSUBJ",143
"be","'re",-1,"VERB",6,"AUX",143
"tell","telling",-1,"VERB",6,"ROOT",143
"the","the",-1,"DET",8,"DET",143
"enemy","enemy",-1,"NOUN",6,"DOBJ",143
"everything","everything",-1,"NOUN",8,"DEP",143
"you","you",-1,"PRON",11,"NSUBJ",143
"want","want",-1,"VERB",9,"RCMOD",143
"to","to",-1,"PRT",13,"AUX",143
"do","do",-1,"VERB",11,"XCOMP",143
".",".",-1,"PUNCT",6,"P",143
"No","No",-1,"X",3,"DISCOURSE",144
",",",",-1,"PUNCT",3,"P",144
"we","we",-1,"PRON",3,"NSUBJ",144
"be","'re",-1,"VERB",3,"ROOT",144
"not","not",-1,"ADV",3,"NEG",144
".",".",-1,"PUNCT",3,"P",144
"No","No",-1,"X",9,"DISCOURSE",144
",",",",-1,"PUNCT",9,"P",144
"we","we",-1,"PRON",9,"NSUBJ",144
"be","'re",-1,"VERB",9,"ROOT",144
"not","not",-1,"ADV",9,"NEG",144
".",".",-1,"PUNCT",9,"P",144
"See","See",-1,"VERB",0,"ROOT",145
",",",",-1,"PUNCT",0,"P",145
"you","you",-1,"PRON",4,"NSUBJ",145
"be","'re",-1,"VERB",4,"AUX",145
"tell","telling",-1,"VERB",0,"PARATAXIS",145
"the","the",-1,"DET",6,"DET",145
"enemy","enemy",-1,"NOUN",4,"DOBJ",145
"everything","everything",-1,"NOUN",6,"DEP",145
"you","you",-1,"PRON",9,"NSUBJ",145
"want","want",-1,"VERB",7,"RCMOD",145
"to","to",-1,"PRT",11,"AUX",145
"do","do",-1,"VERB",9,"XCOMP",145
".",".",-1,"PUNCT",0,"P",145
"No","No",-1,"DET",14,"DET",145
"wonder","wonder",-1,"NOUN",14,"ROOT",145
"you","you",-1,"PRON",18,"NSUBJ",145
"have","'ve",-1,"VERB",18,"AUX",145
"be","been",-1,"VERB",18,"AUX",145
"fight","fighting",-1,"VERB",14,"RCMOD",145
"—","—",-1,"PUNCT",14,"P",145
"no","no",-1,"DET",21,"DET",145
"wonder","wonder",-1,"NOUN",14,"DEP",145
"you","you",-1,"PRON",25,"NSUBJ",145
"have","'ve",-1,"VERB",25,"AUX",145
"be","been",-1,"VERB",25,"AUX",145
"fight","fighting",-1,"VERB",21,"CCOMP",145
"ISIS","ISIS",-1,"NOUN",25,"IOBJ",145
"your","your",-1,"PRON",30,"POSS",145
"entire","entire",-1,"ADJ",30,"AMOD",145
"adult","adult",-1,"NOUN",30,"NN",145
"life","life",-1,"NOUN",25,"DOBJ",145
".",".",-1,"PUNCT",14,"P",145
"That","That",-1,"DET",1,"NSUBJ",146
"'s","'s",-1,"VERB",1,"ROOT",146
"a","a",-1,"DET",1,"ATTR",146
"—","—",-1,"PUNCT",1,"P",146
"that","that",-1,"DET",5,"NSUBJ",146
"'s","'s",-1,"VERB",1,"PARATAXIS",146
"—","—",-1,"PUNCT",1,"P",146
"go","go",-1,"VERB",1,"PARATAXIS",146
"to","to",-1,"ADP",7,"PREP",146
"the","the",-1,"DET",8,"POBJ",146
"—","—",-1,"PUNCT",1,"P",146
"please","please",-1,"X",16,"DISCOURSE",146
",",",",-1,"PUNCT",16,"P",146
"fact","fact",-1,"NOUN",14,"NN",146
"checkers","checkers",-1,"NOUN",16,"NSUBJ",146
",",",",-1,"PUNCT",16,"P",146
"get","get",-1,"VERB",1,"PARATAXIS",146
"to","to",-1,"ADP",16,"PREP",146
"work","work",-1,"NOUN",17,"POBJ",146
".",".",-1,"PUNCT",1,"P",146
"OK","OK",-1,"X",4,"DISCOURSE",147
",",",",-1,"PUNCT",4,"P",147
"you","you",-1,"PRON",4,"NSUBJ",147
"be","are",-1,"VERB",4,"AUX",147
"unpack","unpacking",-1,"VERB",4,"ROOT",147
"a","a",-1,"DET",6,"DET",147
"lot","lot",-1,"NOUN",4,"DOBJ",147
"here","here",-1,"ADV",4,"ADVMOD",147
".",".",-1,"PUNCT",4,"P",147
"And","And",-1,"CONJ",11,"CC",147
"we","we",-1,"PRON",11,"NSUBJ",147
"be","'re",-1,"VERB",11,"ROOT",147
"still","still",-1,"ADV",11,"ADVMOD",147
"on","on",-1,"ADP",11,"PREP",147
"the","the",-1,"DET",15,"DET",147
"issue","issue",-1,"NOUN",13,"POBJ",147
"of","of",-1,"ADP",15,"PREP",147
"achieve","achieving",-1,"VERB",16,"PCOMP",147
"prosperity","prosperity",-1,"NOUN",17,"DOBJ",147
".",".",-1,"PUNCT",11,"P",147
"And","And",-1,"CONJ",22,"CC",147
"I","I",-1,"PRON",22,"NSUBJ",147
"want","want",-1,"VERB",22,"ROOT",147
"to","to",-1,"PRT",24,"AUX",147
"talk","talk",-1,"VERB",22,"XCOMP",147
"about","about",-1,"ADP",24,"PREP",147
"tax","taxes",-1,"NOUN",25,"POBJ",147
".",".",-1,"PUNCT",22,"P",147
"The","The",-1,"DET",30,"DET",147
"fundamental","fundamental",-1,"ADJ",30,"AMOD",147
"difference","difference",-1,"NOUN",36,"NSUBJ",147
"between","between",-1,"ADP",30,"PREP",147
"the","the",-1,"DET",33,"DET",147
"two","two",-1,"NUM",31,"POBJ",147
"of","of",-1,"ADP",33,"PREP",147
"you","you",-1,"PRON",34,"POBJ",147
"concern","concerns",-1,"VERB",36,"ROOT",147
"the","the",-1,"DET",38,"DET",147
"wealthy","wealthy",-1,"ADJ",36,"DOBJ",147
".",".",-1,"PUNCT",36,"P",147
"Secretary","Secretary",-1,"NOUN",1,"TITLE",148
"Clinton","Clinton",-1,"NOUN",5,"NSUBJ",148
",",",",-1,"PUNCT",5,"P",148
"you","you",-1,"PRON",5,"NSUBJ",148
"be","'re",-1,"VERB",5,"AUX",148
"call","calling",-1,"VERB",5,"ROOT",148
"for","for",-1,"ADP",5,"PREP",148
"a","a",-1,"DET",9,"DET",148
"tax","tax",-1,"NOUN",9,"NN",148
"increase","increase",-1,"NOUN",6,"POBJ",148
"on","on",-1,"ADP",9,"PREP",148
"the","the",-1,"DET",13,"DET",148
"wealthy","wealthiest",-1,"ADJ",13,"AMOD",148
"Americans","Americans",-1,"NOUN",10,"POBJ",148
".",".",-1,"PUNCT",5,"P",148
"I","I",-1,"PRON",17,"NSUBJ",148
"'d","'d",-1,"VERB",17,"AUX",148
"like","like",-1,"VERB",17,"ROOT",148
"you","you",-1,"PRON",17,"DOBJ",148
"to","to",-1,"PRT",21,"AUX",148
"far","further",-1,"ADV",21,"ADVMOD",148
"defend","defend",-1,"VERB",17,"XCOMP",148
"that","that",-1,"DET",21,"DOBJ",148
".",".",-1,"PUNCT",17,"P",148
"And","And",-1,"CONJ",31,"CC",148
",",",",-1,"PUNCT",31,"P",148
"Mr.","Mr.",-1,"NOUN",27,"TITLE",148
"Trump","Trump",-1,"NOUN",31,"NSUBJ",148
",",",",-1,"PUNCT",31,"P",148
"you","you",-1,"PRON",31,"NSUBJ",148
"be","'re",-1,"VERB",31,"AUX",148
"call","calling",-1,"VERB",31,"ROOT",148
"for","for",-1,"ADP",31,"PREP",148
"tax","tax",-1,"NOUN",34,"NN",148
"cut","cuts",-1,"NOUN",32,"POBJ",148
"for","for",-1,"ADP",34,"PREP",148
"the","the",-1,"DET",37,"DET",148
"wealthy","wealthy",-1,"ADJ",35,"POBJ",148
".",".",-1,"PUNCT",31,"P",148
"I","I",-1,"PRON",41,"NSUBJ",148
"'d","'d",-1,"VERB",41,"AUX",148
"like","like",-1,"VERB",41,"ROOT",148
"you","you",-1,"PRON",41,"DOBJ",148
"to","to",-1,"PRT",44,"AUX",148
"defend","defend",-1,"VERB",41,"XCOMP",148
"that","that",-1,"DET",44,"DOBJ",148
".",".",-1,"PUNCT",41,"P",148
"And","And",-1,"CONJ",54,"CC",148
"this","this",-1,"DET",53,"DET",148
"next","next",-1,"ADJ",53,"AMOD",148
"two","two",-1,"NUM",52,"NUM",148
"-","-",-1,"PUNCT",52,"P",148
"minute","minute",-1,"NOUN",53,"NN",148
"answer","answer",-1,"NOUN",54,"NSUBJ",148
"go","goes",-1,"VERB",54,"ROOT",148
"to","to",-1,"ADP",54,"PREP",148
"you","you",-1,"PRON",55,"POBJ",148
",",",",-1,"PUNCT",54,"P",148
"Mr.","Mr.",-1,"NOUN",59,"TITLE",148
"Trump","Trump",-1,"NOUN",54,"DOBJ",148
".",".",-1,"PUNCT",54,"P",148
"Well","Well",-1,"X",5,"DISCOURSE",149
",",",",-1,"PUNCT",5,"P",149
"I","I",-1,"PRON",5,"NSUBJ",149
"be","'m",-1,"VERB",5,"AUX",149
"really","really",-1,"ADV",5,"ADVMOD",149
"call","calling",-1,"VERB",5,"ROOT",149
"for","for",-1,"ADP",5,"PREP",149
"major","major",-1,"ADJ",8,"AMOD",149
"job","jobs",-1,"NOUN",6,"POBJ",149
",",",",-1,"PUNCT",5,"P",149
"because","because",-1,"ADP",14,"MARK",149
"the","the",-1,"DET",12,"DET",149
"wealthy","wealthy",-1,"ADJ",14,"NSUBJ",149
"be","are",-1,"VERB",14,"AUX",149
"go","going",-1,"VERB",5,"ADVCL",149
"create","create",-1,"VERB",14,"CCOMP",149
"tremendous","tremendous",-1,"ADJ",17,"AMOD",149
"job","jobs",-1,"NOUN",15,"DOBJ",149
".",".",-1,"PUNCT",5,"P",149
"They","They",-1,"PRON",21,"NSUBJ",149
"be","'re",-1,"VERB",21,"AUX",149
"go","going",-1,"VERB",21,"ROOT",149
"to","to",-1,"PRT",23,"AUX",149
"expand","expand",-1,"VERB",21,"XCOMP",149
"their","their",-1,"PRON",25,"POSS",149
"company","companies",-1,"NOUN",23,"DOBJ",149
".",".",-1,"PUNCT",21,"P",149
"They","They",-1,"PRON",29,"NSUBJ",149
"be","'re",-1,"VERB",29,"AUX",149
"go","going",-1,"VERB",29,"ROOT",149
"to","to",-1,"PRT",31,"AUX",149
"do","do",-1,"VERB",29,"XCOMP",149
"a","a",-1,"DET",34,"DET",149
"tremendous","tremendous",-1,"ADJ",34,"AMOD",149
"job","job",-1,"NOUN",31,"DOBJ",149
".",".",-1,"PUNCT",29,"P",149
"I","I",-1,"PRON",2,"NSUBJ",150
"be","'m",-1,"VERB",2,"AUX",150
"get","getting",-1,"VERB",2,"ROOT",150
"rid","rid",-1,"ADJ",2,"ACOMP",150
"of","of",-1,"ADP",3,"PREP",150
"the","the",-1,"DET",8,"DET",150
"carry","carried",-1,"VERB",8,"AMOD",150
"interest","interest",-1,"NOUN",8,"NN",150
"provision","provision",-1,"NOUN",4,"POBJ",150
".",".",-1,"PUNCT",2,"P",150
"And","And",-1,"CONJ",17,"CC",150
"if","if",-1,"ADP",14,"MARK",150
"you","you",-1,"PRON",14,"NSUBJ",150
"really","really",-1,"ADV",14,"ADVMOD",150
"look","look",-1,"VERB",17,"ADVCL",150
",",",",-1,"PUNCT",17,"P",150
"it","it",-1,"PRON",17,"NSUBJ",150
"'s","'s",-1,"VERB",17,"ROOT",150
"not","not",-1,"ADV",17,"NEG",150
"a","a",-1,"DET",20,"DET",150
"tax","tax",-1,"NOUN",17,"ATTR",150
"—","—",-1,"PUNCT",17,"P",150
"it","it",-1,"PRON",23,"NSUBJ",150
"'s","'s",-1,"VERB",17,"PARATAXIS",150
"really","really",-1,"ADV",23,"ADVMOD",150
"not","not",-1,"ADV",23,"NEG",150
"a","a",-1,"DET",28,"DET",150
"great","great",-1,"ADJ",28,"AMOD",150
"thing","thing",-1,"NOUN",23,"ATTR",150
"for","for",-1,"ADP",28,"PREP",150
"the","the",-1,"DET",31,"DET",150
"wealthy","wealthy",-1,"ADJ",29,"POBJ",150
".",".",-1,"PUNCT",17,"P",150
"It","It",-1,"PRON",34,"NSUBJ",150
"'s","'s",-1,"VERB",34,"ROOT",150
"a","a",-1,"DET",37,"DET",150
"great","great",-1,"ADJ",37,"AMOD",150
"thing","thing",-1,"NOUN",34,"ATTR",150
"for","for",-1,"ADP",37,"PREP",150
"the","the",-1,"DET",41,"DET",150
"middle","middle",-1,"ADJ",41,"AMOD",150
"class","class",-1,"NOUN",38,"POBJ",150
".",".",-1,"PUNCT",34,"P",150
"It","It",-1,"PRON",44,"NSUBJ",150
"'s","'s",-1,"VERB",44,"ROOT",150
"a","a",-1,"DET",47,"DET",150
"great","great",-1,"ADJ",47,"AMOD",150
"thing","thing",-1,"NOUN",44,"ATTR",150
"for","for",-1,"ADP",51,"MARK",150
"company","companies",-1,"NOUN",51,"NSUBJ",150
"to","to",-1,"PRT",51,"AUX",150
"expand","expand",-1,"VERB",47,"VMOD",150
".",".",-1,"PUNCT",44,"P",150
"And","And",-1,"CONJ",0,"ROOT",151
"when","when",-1,"ADV",5,"ADVMOD",151
"these","these",-1,"DET",3,"DET",151
"person","people",-1,"NOUN",5,"NSUBJ",151
"be","are",-1,"VERB",5,"AUX",151
"go","going",-1,"VERB",0,"DEP",151
"to","to",-1,"PRT",7,"AUX",151
"put","put",-1,"VERB",5,"XCOMP",151
"billion","billions",-1,"NOUN",7,"DOBJ",151
"and","and",-1,"CONJ",8,"CC",151
"billion","billions",-1,"NOUN",8,"CONJ",151
"of","of",-1,"ADP",10,"PREP",151
"dollar","dollars",-1,"NOUN",11,"POBJ",151
"into","into",-1,"ADP",7,"PREP",151
"company","companies",-1,"NOUN",13,"POBJ",151
",",",",-1,"PUNCT",5,"P",151
"and","and",-1,"CONJ",5,"CC",151
"when","when",-1,"ADV",20,"ADVMOD",151
"they","they",-1,"PRON",20,"NSUBJ",151
"be","'re",-1,"VERB",20,"AUX",151
"go","going",-1,"VERB",5,"CONJ",151
"to","to",-1,"PRT",22,"AUX",151
"bring","bring",-1,"VERB",20,"XCOMP",151
"$2.5","$2.5",-1,"NUM",24,"NUMBER",151
"trillion","trillion",-1,"NUM",22,"DOBJ",151
"back","back",-1,"ADV",22,"ADVMOD",151
"from","from",-1,"ADP",25,"PREP",151
"overseas","overseas",-1,"ADV",26,"POBJ",151
",",",",-1,"PUNCT",22,"P",151
"where","where",-1,"ADV",33,"ADVMOD",151
"they","they",-1,"PRON",33,"NSUBJ",151
"ca","ca",-1,"VERB",33,"AUX",151
"n't","n't",-1,"ADV",33,"NEG",151
"bring","bring",-1,"VERB",22,"ADVCL",151
"the","the",-1,"DET",35,"DET",151
"money","money",-1,"NOUN",33,"DOBJ",151
"back","back",-1,"ADV",33,"ADVMOD",151
",",",",-1,"PUNCT",33,"P",151
"because","because",-1,"ADP",45,"MARK",151
"politician","politicians",-1,"NOUN",45,"NSUBJ",151
"like","like",-1,"ADP",39,"PREP",151
"Secretary","Secretary",-1,"NOUN",42,"TITLE",151
"Clinton","Clinton",-1,"NOUN",40,"POBJ",151
"wo","wo",-1,"VERB",45,"AUX",151
"n't","n't",-1,"ADV",45,"NEG",151
"allow","allow",-1,"VERB",33,"ADVCL",151
"them","them",-1,"PRON",48,"NSUBJ",151
"to","to",-1,"PRT",48,"AUX",151
"bring","bring",-1,"VERB",45,"XCOMP",151
"the","the",-1,"DET",50,"DET",151
"money","money",-1,"NOUN",48,"DOBJ",151
"back","back",-1,"ADV",48,"ADVMOD",151
",",",",-1,"PUNCT",48,"P",151
"because","because",-1,"ADP",56,"MARK",151
"the","the",-1,"DET",55,"DET",151
"tax","taxes",-1,"NOUN",56,"NSUBJ",151
"be","are",-1,"VERB",48,"ADVCL",151
"so","so",-1,"ADV",58,"ADVMOD",151
"onerous","onerous",-1,"ADJ",56,"ACOMP",151
",",",",-1,"PUNCT",58,"P",151
"and","and",-1,"CONJ",58,"CC",151
"the","the",-1,"DET",64,"DET",151
"bureaucratic","bureaucratic",-1,"ADJ",64,"AMOD",151
"red","red",-1,"ADJ",64,"AMOD",151
"tape","tape",-1,"NOUN",58,"CONJ",151
",",",",-1,"PUNCT",58,"P",151
"so","so",-1,"CONJ",58,"CC",151
"what","what",-1,"PRON",69,"DEP",151
"—","—",-1,"PUNCT",69,"P",151
"be","is",-1,"VERB",58,"CONJ",151
"so","so",-1,"ADV",71,"ADVMOD",151
"bad","bad",-1,"ADJ",69,"ACOMP",151
".",".",-1,"PUNCT",0,"P",151
"So","So",-1,"CONJ",5,"CC",152
"what","what",-1,"PRON",4,"DOBJ",152
"they","they",-1,"PRON",4,"NSUBJ",152
"be","'re",-1,"VERB",4,"AUX",152
"do","doing",-1,"VERB",5,"CSUBJ",152
"be","is",-1,"VERB",5,"ROOT",152
"they","they",-1,"PRON",8,"NSUBJ",152
"be","'re",-1,"VERB",8,"AUX",152
"leave","leaving",-1,"VERB",5,"CCOMP",152
"our","our",-1,"PRON",10,"POSS",152
"country","country",-1,"NOUN",8,"DOBJ",152
",",",",-1,"PUNCT",5,"P",152
"and","and",-1,"CONJ",5,"CC",152
"they","they",-1,"PRON",14,"NSUBJ",152
"be","'re",-1,"VERB",5,"CONJ",152
",",",",-1,"PUNCT",14,"P",152
"believe","believe",-1,"VERB",14,"CONJ",152
"it","it",-1,"PRON",16,"DOBJ",152
"or","or",-1,"CONJ",14,"CC",152
"not","not",-1,"ADV",14,"CONJ",152
",",",",-1,"PUNCT",14,"P",152
"leave","leaving",-1,"VERB",14,"XCOMP",152
"because","because",-1,"ADP",24,"MARK",152
"tax","taxes",-1,"NOUN",24,"NSUBJ",152
"be","are",-1,"VERB",21,"ADVCL",152
"too","too",-1,"ADV",26,"ADVMOD",152
"high","high",-1,"ADJ",24,"ACOMP",152
"and","and",-1,"CONJ",24,"CC",152
"because","because",-1,"ADP",32,"MARK",152
"some","some",-1,"DET",32,"NSUBJ",152
"of","of",-1,"ADP",29,"PREP",152
"them","them",-1,"PRON",30,"POBJ",152
"have","have",-1,"VERB",24,"CONJ",152
"lot","lots",-1,"NOUN",32,"DOBJ",152
"of","of",-1,"ADP",33,"PREP",152
"money","money",-1,"NOUN",34,"POBJ",152
"outside","outside",-1,"ADP",33,"PREP",152
"of","of",-1,"ADP",36,"PCOMP",152
"our","our",-1,"PRON",39,"POSS",152
"country","country",-1,"NOUN",37,"POBJ",152
".",".",-1,"PUNCT",5,"P",152
"And","And",-1,"CONJ",41,"ROOT",152
"instead","instead",-1,"ADV",43,"ADVMOD",152
"of","of",-1,"ADP",41,"DEP",152
"bring","bringing",-1,"VERB",43,"PCOMP",152
"it","it",-1,"PRON",44,"DOBJ",152
"back","back",-1,"ADV",44,"ADVMOD",152
"and","and",-1,"CONJ",44,"CC",152
"put","putting",-1,"VERB",44,"CONJ",152
"the","the",-1,"DET",50,"DET",152
"money","money",-1,"NOUN",48,"DOBJ",152
"to","to",-1,"PRT",52,"AUX",152
"work","work",-1,"VERB",48,"XCOMP",152
",",",",-1,"PUNCT",43,"P",152
"because","because",-1,"ADP",58,"MARK",152
"they","they",-1,"PRON",58,"NSUBJ",152
"ca","ca",-1,"VERB",58,"AUX",152
"n't","n't",-1,"ADV",58,"NEG",152
"work","work",-1,"VERB",53,"ADVCL",152
"out","out",-1,"PRT",58,"PRT",152
"a","a",-1,"DET",61,"DET",152
"deal","deal",-1,"NOUN",58,"DOBJ",152
"to","to",-1,"ADP",61,"PREP",152
"—","—",-1,"PUNCT",58,"P",152
"and","and",-1,"CONJ",58,"CC",152
"everybody","everybody",-1,"NOUN",66,"NSUBJ",152
"agree","agrees",-1,"VERB",58,"CONJ",152
"it","it",-1,"PRON",70,"NSUBJPASS",152
"should","should",-1,"VERB",70,"AUX",152
"be","be",-1,"VERB",70,"AUXPASS",152
"bring","brought",-1,"VERB",66,"CCOMP",152
"back","back",-1,"PRT",70,"PRT",152
".",".",-1,"PUNCT",41,"P",152
"Instead","Instead",-1,"ADV",1,"ADVMOD",153
"of","of",-1,"ADP",6,"PREP",153
"that","that",-1,"DET",1,"POBJ",153
",",",",-1,"PUNCT",6,"P",153
"they","they",-1,"PRON",6,"NSUBJ",153
"be","'re",-1,"VERB",6,"AUX",153
"leave","leaving",-1,"VERB",6,"ROOT",153
"our","our",-1,"PRON",8,"POSS",153
"country","country",-1,"NOUN",6,"DOBJ",153
